date,location,spp,pcat,pmin,pmean,pmax,pmedian,tcc_mean,lcc_mean,mcc_mean,hcc_mean,t,msl,vis,wd,ws,r,tstm,gust,Wsymb2
2024-08-20T11:00:00Z,Helsinki,-9,0,0.0,0.0,0.0,0.0,5,0,0,5,22.4,1018.4,46.6,192,3.6,43,0,8.2,2
2024-08-20T11:00:00Z,Tampere,-9,0,0.0,0.0,0.0,0.0,5,0,0,5,19.5,1017.3,41.6,183,2.4,51,0,6.8,2
