"Observation station","Year","Month","Day","Time [Local time]","Precipitation amount [mm]","Snow depth [cm]","Average temperature [°C]","Minimum ground temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]"
"Vantaa Helsinki-Vantaa airport","2024","8","18","03:00","-","-1","15.8","-","22.2","7"
